Temperature (K)	Pressure (bar)	Density (l, mol/l)	Volume (l, l/mol)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, mol/l)	Volume (v, l/mol)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
96.500	2.4270	33.468	0.029879	-4.2858	-4.2785	59.415	20.253	45.508	772.80	-0.034202	199.37	0.11521	0.010303	0.32290	3.0969	1.1080	1.8596	123.02	13.552	24.207	177.00	2.7053	8.0144	0.0063743
96.600	2.4478	33.452	0.029894	-4.2813	-4.2740	59.462	20.242	45.523	772.07	-0.034131	198.82	0.11507	0.010280	0.32547	3.0725	1.1085	1.8606	122.97	13.557	24.229	177.06	2.6999	8.0239	0.0063830
96.700	2.4687	33.435	0.029908	-4.2768	-4.2694	59.509	20.231	45.537	771.34	-0.034061	198.28	0.11493	0.010256	0.32804	3.0484	1.1091	1.8617	122.91	13.563	24.251	177.11	2.6945	8.0333	0.0063917
96.800	2.4898	33.419	0.029923	-4.2722	-4.2648	59.555	20.220	45.552	770.60	-0.033990	197.73	0.11478	0.010232	0.33064	3.0245	1.1097	1.8627	122.86	13.569	24.273	177.17	2.6892	8.0428	0.0064005
96.900	2.5110	33.402	0.029938	-4.2677	-4.2602	59.602	20.209	45.567	769.87	-0.033918	197.19	0.11464	0.010208	0.33324	3.0008	1.1103	1.8638	122.80	13.575	24.296	177.23	2.6838	8.0522	0.0064092
97.000	2.5323	33.386	0.029953	-4.2632	-4.2556	59.649	20.198	45.583	769.14	-0.033847	196.65	0.11450	0.010185	0.33587	2.9774	1.1108	1.8648	122.75	13.580	24.318	177.29	2.6785	8.0617	0.0064180
97.100	2.5538	33.369	0.029968	-4.2587	-4.2510	59.695	20.187	45.598	768.40	-0.033775	196.11	0.11436	0.010161	0.33851	2.9542	1.1114	1.8658	122.69	13.586	24.340	177.34	2.6732	8.0712	0.0064268
97.200	2.5754	33.353	0.029982	-4.2541	-4.2464	59.742	20.176	45.613	767.67	-0.033702	195.57	0.11421	0.010137	0.34116	2.9312	1.1120	1.8669	122.64	13.592	24.363	177.40	2.6679	8.0806	0.0064356
97.300	2.5971	33.336	0.029997	-4.2496	-4.2418	59.789	20.165	45.629	766.93	-0.033629	195.04	0.11407	0.010113	0.34383	2.9084	1.1125	1.8679	122.58	13.598	24.386	177.46	2.6626	8.0901	0.0064444
97.400	2.6190	33.320	0.030012	-4.2451	-4.2372	59.835	20.154	45.644	766.20	-0.033556	194.51	0.11393	0.010090	0.34652	2.8859	1.1131	1.8689	122.53	13.604	24.408	177.51	2.6574	8.0996	0.0064533
97.500	2.6411	33.303	0.030027	-4.2406	-4.2326	59.882	20.143	45.660	765.46	-0.033483	193.97	0.11379	0.010066	0.34922	2.8636	1.1137	1.8699	122.47	13.610	24.431	177.57	2.6521	8.1091	0.0064621
97.600	2.6632	33.287	0.030042	-4.2360	-4.2280	59.928	20.132	45.676	764.73	-0.033409	193.45	0.11365	0.010043	0.35193	2.8414	1.1142	1.8709	122.42	13.615	24.454	177.63	2.6469	8.1186	0.0064710
97.700	2.6855	33.270	0.030057	-4.2315	-4.2234	59.975	20.121	45.692	763.99	-0.033335	192.92	0.11350	0.010019	0.35467	2.8196	1.1148	1.8719	122.36	13.621	24.477	177.68	2.6417	8.1281	0.0064799
97.800	2.7079	33.254	0.030072	-4.2270	-4.2188	60.021	20.110	45.708	763.25	-0.033260	192.39	0.11336	0.0099952	0.35741	2.7979	1.1153	1.8729	122.31	13.627	24.501	177.74	2.6365	8.1376	0.0064888
97.900	2.7305	33.237	0.030087	-4.2224	-4.2142	60.067	20.100	45.724	762.51	-0.033185	191.87	0.11322	0.0099716	0.36018	2.7764	1.1158	1.8739	122.25	13.633	24.524	177.79	2.6313	8.1472	0.0064977
98.000	2.7532	33.220	0.030102	-4.2179	-4.2096	60.114	20.089	45.740	761.78	-0.033110	191.35	0.11308	0.0099480	0.36296	2.7551	1.1164	1.8749	122.20	13.639	24.548	177.85	2.6262	8.1567	0.0065066
98.100	2.7761	33.204	0.030117	-4.2134	-4.2050	60.160	20.078	45.757	761.04	-0.033034	190.83	0.11293	0.0099244	0.36576	2.7341	1.1169	1.8759	122.15	13.645	24.571	177.90	2.6211	8.1662	0.0065156
98.200	2.7991	33.187	0.030132	-4.2088	-4.2004	60.206	20.067	45.773	760.30	-0.032958	190.31	0.11279	0.0099008	0.36857	2.7132	1.1174	1.8769	122.09	13.651	24.595	177.96	2.6159	8.1758	0.0065245
98.300	2.8222	33.171	0.030147	-4.2043	-4.1958	60.253	20.057	45.790	759.56	-0.032881	189.80	0.11265	0.0098773	0.37140	2.6925	1.1180	1.8779	122.04	13.657	24.619	178.01	2.6108	8.1853	0.0065335
98.400	2.8455	33.154	0.030162	-4.1997	-4.1912	60.299	20.046	45.806	758.82	-0.032805	189.29	0.11251	0.0098537	0.37424	2.6721	1.1185	1.8788	121.99	13.663	24.643	178.07	2.6057	8.1949	0.0065425
98.500	2.8689	33.137	0.030178	-4.1952	-4.1865	60.345	20.035	45.823	758.08	-0.032727	188.77	0.11237	0.0098301	0.37710	2.6518	1.1190	1.8798	121.93	13.669	24.667	178.12	2.6007	8.2045	0.0065515
98.600	2.8925	33.120	0.030193	-4.1907	-4.1819	60.391	20.025	45.840	757.34	-0.032650	188.26	0.11222	0.0098066	0.37998	2.6317	1.1195	1.8808	121.88	13.675	24.691	178.17	2.5956	8.2140	0.0065606
98.700	2.9162	33.104	0.030208	-4.1861	-4.1773	60.437	20.014	45.857	756.59	-0.032572	187.76	0.11208	0.0097831	0.38287	2.6118	1.1200	1.8817	121.83	13.682	24.715	178.23	2.5905	8.2236	0.0065696
98.800	2.9400	33.087	0.030223	-4.1816	-4.1727	60.483	20.003	45.874	755.85	-0.032493	187.25	0.11194	0.0097596	0.38578	2.5921	1.1206	1.8826	121.77	13.688	24.740	178.28	2.5855	8.2332	0.0065787
98.900	2.9640	33.070	0.030239	-4.1770	-4.1681	60.529	19.993	45.892	755.11	-0.032415	186.75	0.11180	0.0097361	0.38871	2.5726	1.1211	1.8836	121.72	13.694	24.765	178.34	2.5805	8.2428	0.0065878
99.000	2.9882	33.054	0.030254	-4.1725	-4.1634	60.575	19.982	45.909	754.37	-0.032336	186.24	0.11166	0.0097126	0.39165	2.5533	1.1216	1.8845	121.67	13.700	24.789	178.39	2.5755	8.2524	0.0065969
99.100	3.0125	33.037	0.030269	-4.1679	-4.1588	60.621	19.972	45.927	753.62	-0.032256	185.74	0.11152	0.0096891	0.39461	2.5341	1.1221	1.8855	121.61	13.706	24.814	178.44	2.5705	8.2620	0.0066060
99.200	3.0369	33.020	0.030285	-4.1634	-4.1542	60.667	19.961	45.944	752.88	-0.032176	185.25	0.11137	0.0096656	0.39759	2.5151	1.1226	1.8864	121.56	13.712	24.839	178.49	2.5656	8.2716	0.0066151
99.300	3.0615	33.003	0.030300	-4.1588	-4.1495	60.713	19.951	45.962	752.13	-0.032096	184.75	0.11123	0.0096421	0.40059	2.4963	1.1231	1.8873	121.51	13.719	24.864	178.55	2.5606	8.2813	0.0066242
99.400	3.0862	32.986	0.030316	-4.1543	-4.1449	60.759	19.940	45.980	751.39	-0.032015	184.25	0.11109	0.0096187	0.40360	2.4777	1.1235	1.8882	121.45	13.725	24.889	178.60	2.5557	8.2909	0.0066334
99.500	3.1111	32.970	0.030331	-4.1497	-4.1403	60.805	19.930	45.998	750.64	-0.031934	183.76	0.11095	0.0095953	0.40662	2.4593	1.1240	1.8891	121.40	13.731	24.915	178.65	2.5507	8.3005	0.0066426
99.600	3.1361	32.953	0.030347	-4.1451	-4.1356	60.851	19.920	46.016	749.90	-0.031853	183.27	0.11081	0.0095718	0.40967	2.4410	1.1245	1.8900	121.35	13.737	24.940	178.70	2.5458	8.3102	0.0066518
99.700	3.1613	32.936	0.030362	-4.1406	-4.1310	60.896	19.909	46.034	749.15	-0.031771	182.78	0.11067	0.0095484	0.41273	2.4229	1.1250	1.8909	121.30	13.744	24.966	178.76	2.5409	8.3199	0.0066610
99.800	3.1866	32.919	0.030378	-4.1360	-4.1264	60.942	19.899	46.053	748.40	-0.031689	182.29	0.11052	0.0095250	0.41581	2.4050	1.1255	1.8918	121.24	13.750	24.991	178.81	2.5361	8.3295	0.0066703
99.900	3.2121	32.902	0.030393	-4.1315	-4.1217	60.988	19.889	46.071	747.65	-0.031606	181.81	0.11038	0.0095016	0.41891	2.3872	1.1259	1.8927	121.19	13.756	25.017	178.86	2.5312	8.3392	0.0066795
100.00	3.2377	32.885	0.030409	-4.1269	-4.1171	61.034	19.878	46.090	746.91	-0.031523	181.32	0.11024	0.0094782	0.42202	2.3696	1.1264	1.8936	121.14	13.763	25.043	178.91	2.5263	8.3489	0.0066888
100.10	3.2634	32.868	0.030424	-4.1223	-4.1124	61.079	19.868	46.109	746.16	-0.031440	180.84	0.11010	0.0094549	0.42515	2.3521	1.1269	1.8945	121.09	13.769	25.069	178.96	2.5215	8.3586	0.0066981
100.20	3.2894	32.851	0.030440	-4.1178	-4.1078	61.125	19.858	46.127	745.41	-0.031356	180.36	0.10996	0.0094315	0.42830	2.3348	1.1273	1.8953	121.04	13.776	25.096	179.01	2.5167	8.3683	0.0067074
100.30	3.3154	32.834	0.030456	-4.1132	-4.1031	61.171	19.848	46.146	744.66	-0.031272	179.88	0.10982	0.0094082	0.43146	2.3177	1.1278	1.8962	120.98	13.782	25.122	179.06	2.5119	8.3780	0.0067167
100.40	3.3417	32.817	0.030472	-4.1086	-4.0985	61.216	19.837	46.165	743.91	-0.031187	179.40	0.10968	0.0093848	0.43465	2.3007	1.1282	1.8971	120.93	13.788	25.149	179.11	2.5071	8.3877	0.0067261
100.50	3.3680	32.800	0.030487	-4.1041	-4.0938	61.262	19.827	46.185	743.16	-0.031102	178.93	0.10954	0.0093615	0.43785	2.2839	1.1287	1.8979	120.88	13.795	25.175	179.16	2.5023	8.3974	0.0067354
100.60	3.3946	32.784	0.030503	-4.0995	-4.0891	61.307	19.817	46.204	742.41	-0.031017	178.45	0.10940	0.0093382	0.44106	2.2672	1.1291	1.8988	120.83	13.801	25.202	179.21	2.4976	8.4071	0.0067448
100.70	3.4213	32.766	0.030519	-4.0949	-4.0845	61.353	19.807	46.223	741.65	-0.030931	177.98	0.10925	0.0093149	0.44430	2.2507	1.1296	1.8996	120.78	13.808	25.229	179.26	2.4928	8.4169	0.0067542
100.80	3.4481	32.749	0.030535	-4.0904	-4.0798	61.398	19.797	46.243	740.90	-0.030845	177.51	0.10911	0.0092916	0.44755	2.2344	1.1300	1.9004	120.73	13.814	25.256	179.31	2.4881	8.4266	0.0067636
100.90	3.4751	32.732	0.030551	-4.0858	-4.0752	61.444	19.787	46.263	740.15	-0.030758	177.04	0.10897	0.0092683	0.45083	2.2181	1.1304	1.9013	120.67	13.821	25.283	179.36	2.4833	8.4363	0.0067731
101.00	3.5023	32.715	0.030567	-4.0812	-4.0705	61.489	19.777	46.282	739.40	-0.030671	176.58	0.10883	0.0092451	0.45412	2.2021	1.1309	1.9021	120.62	13.828	25.310	179.41	2.4786	8.4461	0.0067825
101.10	3.5296	32.698	0.030583	-4.0766	-4.0658	61.534	19.767	46.302	738.64	-0.030583	176.11	0.10869	0.0092218	0.45742	2.1862	1.1313	1.9029	120.57	13.834	25.338	179.46	2.4739	8.4559	0.0067920
101.20	3.5570	32.681	0.030599	-4.0720	-4.0612	61.580	19.757	46.322	737.89	-0.030495	175.65	0.10855	0.0091986	0.46075	2.1704	1.1317	1.9037	120.52	13.841	25.366	179.51	2.4693	8.4657	0.0068015
101.30	3.5847	32.664	0.030615	-4.0675	-4.0565	61.625	19.747	46.343	737.13	-0.030407	175.19	0.10841	0.0091754	0.46409	2.1547	1.1321	1.9045	120.47	13.847	25.393	179.56	2.4646	8.4754	0.0068110
101.40	3.6124	32.647	0.030631	-4.0629	-4.0518	61.670	19.737	46.363	736.38	-0.030318	174.73	0.10827	0.0091521	0.46746	2.1392	1.1325	1.9053	120.42	13.854	25.421	179.61	2.4599	8.4852	0.0068206
101.50	3.6404	32.630	0.030647	-4.0583	-4.0471	61.716	19.727	46.383	735.62	-0.030229	174.27	0.10813	0.0091289	0.47084	2.1239	1.1330	1.9061	120.37	13.861	25.449	179.66	2.4553	8.4950	0.0068301
101.60	3.6685	32.613	0.030663	-4.0537	-4.0425	61.761	19.717	46.404	734.86	-0.030140	173.81	0.10799	0.0091057	0.47424	2.1087	1.1334	1.9069	120.32	13.867	25.477	179.70	2.4507	8.5048	0.0068397
101.70	3.6968	32.596	0.030679	-4.0491	-4.0378	61.806	19.707	46.425	734.11	-0.030049	173.35	0.10785	0.0090826	0.47765	2.0936	1.1338	1.9077	120.27	13.874	25.506	179.75	2.4461	8.5147	0.0068493
101.80	3.7252	32.578	0.030695	-4.0445	-4.0331	61.851	19.697	46.445	733.35	-0.029959	172.90	0.10771	0.0090594	0.48109	2.0786	1.1342	1.9085	120.22	13.881	25.534	179.80	2.4415	8.5245	0.0068589
101.90	3.7537	32.561	0.030711	-4.0399	-4.0284	61.896	19.687	46.466	732.59	-0.029868	172.45	0.10757	0.0090362	0.48454	2.0638	1.1346	1.9093	120.17	13.888	25.563	179.85	2.4369	8.5343	0.0068686
102.00	3.7825	32.544	0.030728	-4.0353	-4.0237	61.941	19.677	46.487	731.83	-0.029777	172.00	0.10742	0.0090131	0.48802	2.0491	1.1350	1.9100	120.12	13.894	25.592	179.89	2.4323	8.5442	0.0068782
102.10	3.8114	32.527	0.030744	-4.0307	-4.0190	61.986	19.667	46.509	731.07	-0.029685	171.55	0.10728	0.0089899	0.49151	2.0346	1.1353	1.9108	120.07	13.901	25.620	179.94	2.4277	8.5540	0.0068879
102.20	3.8405	32.510	0.030760	-4.0262	-4.0143	62.032	19.658	46.530	730.31	-0.029593	171.10	0.10714	0.0089668	0.49502	2.0201	1.1357	1.9116	120.01	13.908	25.649	179.99	2.4232	8.5639	0.0068976
102.30	3.8697	32.492	0.030776	-4.0216	-4.0096	62.077	19.648	46.551	729.55	-0.029500	170.65	0.10701	0.0089437	0.49855	2.0058	1.1361	1.9123	119.96	13.915	25.679	180.03	2.4187	8.5738	0.0069073
102.40	3.8991	32.475	0.030793	-4.0170	-4.0049	62.122	19.638	46.573	728.79	-0.029407	170.21	0.10687	0.0089206	0.50210	1.9916	1.1365	1.9130	119.91	13.922	25.708	180.08	2.4141	8.5837	0.0069171
102.50	3.9286	32.458	0.030809	-4.0124	-4.0002	62.167	19.628	46.595	728.03	-0.029314	169.77	0.10673	0.0088975	0.50567	1.9776	1.1369	1.9138	119.86	13.929	25.738	180.13	2.4096	8.5936	0.0069268
102.60	3.9584	32.440	0.030826	-4.0078	-3.9955	62.211	19.619	46.616	727.27	-0.029220	169.33	0.10659	0.0088745	0.50925	1.9637	1.1372	1.9145	119.81	13.936	25.767	180.17	2.4051	8.6035	0.0069366
102.70	3.9882	32.423	0.030842	-4.0031	-3.9908	62.256	19.609	46.638	726.51	-0.029125	168.89	0.10645	0.0088514	0.51286	1.9499	1.1376	1.9152	119.76	13.943	25.797	180.22	2.4007	8.6134	0.0069464
102.80	4.0183	32.406	0.030859	-3.9985	-3.9861	62.301	19.599	46.660	725.74	-0.029031	168.45	0.10631	0.0088283	0.51648	1.9362	1.1380	1.9160	119.71	13.950	25.827	180.27	2.3962	8.6233	0.0069563
102.90	4.0485	32.388	0.030875	-3.9939	-3.9814	62.346	19.590	46.683	724.98	-0.028935	168.01	0.10617	0.0088053	0.52013	1.9226	1.1383	1.9167	119.67	13.957	25.857	180.31	2.3917	8.6332	0.0069661
103.00	4.0789	32.371	0.030892	-3.9893	-3.9767	62.391	19.580	46.705	724.21	-0.028840	167.58	0.10603	0.0087823	0.52379	1.9092	1.1387	1.9174	119.62	13.964	25.887	180.36	2.3873	8.6432	0.0069760
103.10	4.1094	32.354	0.030908	-3.9847	-3.9720	62.436	19.571	46.728	723.45	-0.028743	167.14	0.10589	0.0087593	0.52747	1.8958	1.1390	1.9181	119.57	13.971	25.918	180.40	2.3828	8.6531	0.0069859
103.20	4.1402	32.336	0.030925	-3.9801	-3.9673	62.481	19.561	46.750	722.68	-0.028647	166.71	0.10575	0.0087363	0.53118	1.8826	1.1394	1.9188	119.52	13.978	25.948	180.45	2.3784	8.6631	0.0069958
103.30	4.1710	32.319	0.030942	-3.9755	-3.9626	62.525	19.551	46.773	721.92	-0.028550	166.28	0.10561	0.0087133	0.53490	1.8695	1.1397	1.9195	119.47	13.985	25.979	180.49	2.3740	8.6730	0.0070057
103.40	4.2021	32.301	0.030958	-3.9709	-3.9579	62.570	19.542	46.796	721.15	-0.028452	165.85	0.10547	0.0086903	0.53864	1.8565	1.1400	1.9202	119.42	13.992	26.010	180.54	2.3696	8.6830	0.0070157
103.50	4.2333	32.284	0.030975	-3.9662	-3.9531	62.615	19.532	46.819	720.38	-0.028354	165.42	0.10534	0.0086673	0.54240	1.8436	1.1404	1.9208	119.37	13.999	26.041	180.58	2.3652	8.6930	0.0070257
103.60	4.2647	32.267	0.030992	-3.9616	-3.9484	62.659	19.523	46.842	719.62	-0.028256	165.00	0.10520	0.0086444	0.54619	1.8309	1.1407	1.9215	119.32	14.006	26.072	180.62	2.3609	8.7030	0.0070357
103.70	4.2963	32.249	0.031009	-3.9570	-3.9437	62.704	19.514	46.865	718.85	-0.028157	164.57	0.10506	0.0086214	0.54999	1.8182	1.1410	1.9222	119.27	14.013	26.103	180.67	2.3565	8.7130	0.0070457
103.80	4.3280	32.232	0.031026	-3.9524	-3.9390	62.749	19.504	46.889	718.08	-0.028057	164.15	0.10492	0.0085985	0.55381	1.8057	1.1413	1.9228	119.22	14.020	26.135	180.71	2.3521	8.7230	0.0070558
103.90	4.3599	32.214	0.031042	-3.9478	-3.9342	62.793	19.495	46.912	717.31	-0.027957	163.73	0.10478	0.0085756	0.55765	1.7932	1.1417	1.9235	119.17	14.028	26.167	180.76	2.3478	8.7330	0.0070659
104.00	4.3920	32.196	0.031059	-3.9431	-3.9295	62.838	19.485	46.936	716.54	-0.027857	163.30	0.10464	0.0085527	0.56151	1.7809	1.1420	1.9241	119.12	14.035	26.199	180.80	2.3435	8.7431	0.0070760
104.10	4.4243	32.179	0.031076	-3.9385	-3.9247	62.883	19.476	46.960	715.77	-0.027756	162.89	0.10450	0.0085298	0.56539	1.7687	1.1423	1.9248	119.07	14.042	26.231	180.84	2.3392	8.7531	0.0070861
104.20	4.4567	32.161	0.031093	-3.9339	-3.9200	62.927	19.467	46.984	715.00	-0.027655	162.47	0.10436	0.0085069	0.56930	1.7566	1.1426	1.9254	119.03	14.049	26.263	180.89	2.3349	8.7632	0.0070962
104.30	4.4893	32.144	0.031110	-3.9292	-3.9153	62.972	19.457	47.008	714.23	-0.027553	162.05	0.10423	0.0084840	0.57322	1.7445	1.1429	1.9261	118.98	14.057	26.295	180.93	2.3306	8.7732	0.0071064
104.40	4.5221	32.126	0.031127	-3.9246	-3.9105	63.016	19.448	47.032	713.45	-0.027451	161.64	0.10409	0.0084612	0.57716	1.7326	1.1432	1.9267	118.93	14.064	26.328	180.97	2.3263	8.7833	0.0071166
104.50	4.5550	32.109	0.031144	-3.9200	-3.9058	63.061	19.439	47.057	712.68	-0.027348	161.22	0.10395	0.0084383	0.58113	1.7208	1.1435	1.9273	118.88	14.071	26.360	181.01	2.3220	8.7934	0.0071268
104.60	4.5881	32.091	0.031162	-3.9153	-3.9010	63.105	19.430	47.081	711.91	-0.027245	160.81	0.10381	0.0084155	0.58511	1.7091	1.1438	1.9279	118.83	14.079	26.393	181.06	2.3178	8.8035	0.0071371
104.70	4.6214	32.073	0.031179	-3.9107	-3.8963	63.149	19.420	47.106	711.13	-0.027141	160.40	0.10367	0.0083927	0.58912	1.6975	1.1440	1.9285	118.78	14.086	26.426	181.10	2.3135	8.8136	0.0071473
104.80	4.6549	32.056	0.031196	-3.9060	-3.8915	63.194	19.411	47.131	710.36	-0.027037	159.99	0.10353	0.0083699	0.59314	1.6859	1.1443	1.9291	118.73	14.094	26.459	181.14	2.3093	8.8237	0.0071576
104.90	4.6886	32.038	0.031213	-3.9014	-3.8868	63.238	19.402	47.156	709.58	-0.026932	159.58	0.10340	0.0083471	0.59719	1.6745	1.1446	1.9297	118.69	14.101	26.493	181.18	2.3051	8.8339	0.0071680
105.00	4.7224	32.020	0.031230	-3.8968	-3.8820	63.283	19.393	47.181	708.81	-0.026827	159.18	0.10326	0.0083243	0.60126	1.6632	1.1449	1.9303	118.64	14.108	26.526	181.22	2.3009	8.8440	0.0071783
105.10	4.7564	32.002	0.031248	-3.8921	-3.8772	63.327	19.384	47.206	708.03	-0.026721	158.77	0.10312	0.0083015	0.60535	1.6519	1.1451	1.9309	118.59	14.116	26.560	181.26	2.2967	8.8542	0.0071887
105.20	4.7906	31.985	0.031265	-3.8875	-3.8725	63.371	19.374	47.232	707.25	-0.026615	158.37	0.10298	0.0082788	0.60946	1.6408	1.1454	1.9314	118.54	14.123	26.594	181.30	2.2925	8.8643	0.0071991
105.30	4.8249	31.967	0.031282	-3.8828	-3.8677	63.415	19.365	47.257	706.48	-0.026508	157.97	0.10284	0.0082560	0.61359	1.6298	1.1457	1.9320	118.49	14.131	26.628	181.34	2.2883	8.8745	0.0072095
105.40	4.8595	31.949	0.031300	-3.8781	-3.8629	63.460	19.356	47.283	705.70	-0.026401	157.56	0.10270	0.0082333	0.61774	1.6188	1.1459	1.9326	118.45	14.139	26.662	181.39	2.2841	8.8847	0.0072199
105.50	4.8942	31.931	0.031317	-3.8735	-3.8582	63.504	19.347	47.309	704.92	-0.026293	157.16	0.10257	0.0082106	0.62191	1.6079	1.1462	1.9331	118.40	14.146	26.697	181.43	2.2800	8.8949	0.0072304
105.60	4.9291	31.913	0.031335	-3.8688	-3.8534	63.548	19.338	47.335	704.14	-0.026185	156.77	0.10243	0.0081879	0.62611	1.5972	1.1464	1.9337	118.35	14.154	26.731	181.47	2.2758	8.9051	0.0072409
105.70	4.9642	31.896	0.031352	-3.8642	-3.8486	63.592	19.329	47.361	703.36	-0.026076	156.37	0.10229	0.0081652	0.63033	1.5865	1.1466	1.9342	118.30	14.161	26.766	181.51	2.2717	8.9153	0.0072514
105.80	4.9995	31.878	0.031370	-3.8595	-3.8438	63.636	19.320	47.387	702.58	-0.025967	155.97	0.10215	0.0081425	0.63456	1.5759	1.1469	1.9347	118.25	14.169	26.801	181.55	2.2676	8.9255	0.0072620
105.90	5.0349	31.860	0.031387	-3.8549	-3.8390	63.681	19.311	47.414	701.80	-0.025857	155.58	0.10202	0.0081198	0.63882	1.5654	1.1471	1.9353	118.21	14.177	26.836	181.59	2.2635	8.9358	0.0072726
106.00	5.0706	31.842	0.031405	-3.8502	-3.8343	63.725	19.302	47.440	701.02	-0.025747	155.19	0.10188	0.0080972	0.64311	1.5550	1.1473	1.9358	118.16	14.184	26.872	181.62	2.2594	8.9460	0.0072832
106.10	5.1064	31.824	0.031423	-3.8455	-3.8295	63.769	19.293	47.467	700.23	-0.025636	154.79	0.10174	0.0080745	0.64741	1.5446	1.1476	1.9363	118.11	14.192	26.907	181.66	2.2553	8.9563	0.0072938
106.20	5.1424	31.806	0.031441	-3.8408	-3.8247	63.813	19.284	47.494	699.45	-0.025525	154.40	0.10160	0.0080519	0.65173	1.5344	1.1478	1.9368	118.06	14.200	26.943	181.70	2.2512	8.9665	0.0073045
106.30	5.1786	31.788	0.031458	-3.8362	-3.8199	63.857	19.276	47.521	698.67	-0.025413	154.01	0.10146	0.0080293	0.65608	1.5242	1.1480	1.9373	118.02	14.208	26.979	181.74	2.2471	8.9768	0.0073152
106.40	5.2150	31.770	0.031476	-3.8315	-3.8151	63.901	19.267	47.548	697.88	-0.025300	153.63	0.10133	0.0080067	0.66045	1.5141	1.1482	1.9378	117.97	14.215	27.015	181.78	2.2431	8.9871	0.0073259
106.50	5.2515	31.752	0.031494	-3.8268	-3.8103	63.945	19.258	47.576	697.10	-0.025187	153.24	0.10119	0.0079841	0.66484	1.5041	1.1484	1.9383	117.92	14.223	27.051	181.82	2.2390	8.9974	0.0073366
106.60	5.2883	31.734	0.031512	-3.8222	-3.8055	63.989	19.249	47.603	696.31	-0.025074	152.85	0.10105	0.0079615	0.66926	1.4942	1.1486	1.9388	117.88	14.231	27.088	181.86	2.2350	9.0078	0.0073474
106.70	5.3252	31.716	0.031530	-3.8175	-3.8007	64.033	19.240	47.631	695.52	-0.024960	152.47	0.10091	0.0079389	0.67370	1.4844	1.1488	1.9393	117.83	14.239	27.124	181.89	2.2310	9.0181	0.0073582
106.80	5.3623	31.698	0.031548	-3.8128	-3.7959	64.077	19.232	47.659	694.74	-0.024845	152.09	0.10078	0.0079164	0.67815	1.4746	1.1490	1.9397	117.78	14.247	27.161	181.93	2.2269	9.0284	0.0073690
106.90	5.3996	31.680	0.031566	-3.8081	-3.7911	64.121	19.223	47.687	693.95	-0.024730	151.70	0.10064	0.0078938	0.68264	1.4649	1.1492	1.9402	117.73	14.255	27.198	181.97	2.2229	9.0388	0.0073799
107.00	5.4371	31.662	0.031584	-3.8034	-3.7862	64.165	19.214	47.715	693.16	-0.024614	151.32	0.10050	0.0078713	0.68714	1.4553	1.1494	1.9406	117.69	14.263	27.235	182.01	2.2189	9.0492	0.0073908
107.10	5.4748	31.644	0.031602	-3.7987	-3.7814	64.209	19.205	47.743	692.37	-0.024498	150.94	0.10037	0.0078488	0.69167	1.4458	1.1495	1.9411	117.64	14.271	27.273	182.04	2.2149	9.0595	0.0074017
107.20	5.5127	31.626	0.031620	-3.7940	-3.7766	64.252	19.197	47.772	691.58	-0.024381	150.57	0.10023	0.0078263	0.69622	1.4363	1.1497	1.9415	117.59	14.279	27.311	182.08	2.2110	9.0699	0.0074126
107.30	5.5508	31.608	0.031638	-3.7893	-3.7718	64.296	19.188	47.800	690.79	-0.024264	150.19	0.10009	0.0078038	0.70079	1.4270	1.1499	1.9420	117.55	14.287	27.348	182.12	2.2070	9.0803	0.0074236
107.40	5.5890	31.589	0.031656	-3.7847	-3.7670	64.340	19.179	47.829	690.00	-0.024146	149.81	0.099954	0.0077813	0.70539	1.4177	1.1501	1.9424	117.50	14.295	27.387	182.15	2.2030	9.0908	0.0074346
107.50	5.6275	31.571	0.031674	-3.7800	-3.7621	64.384	19.171	47.858	689.21	-0.024028	149.44	0.099817	0.0077589	0.71001	1.4084	1.1502	1.9428	117.45	14.303	27.425	182.19	2.1991	9.1012	0.0074456
107.60	5.6661	31.553	0.031693	-3.7753	-3.7573	64.428	19.162	47.887	688.42	-0.023909	149.07	0.099680	0.0077364	0.71465	1.3993	1.1504	1.9432	117.41	14.311	27.463	182.23	2.1951	9.1116	0.0074567
107.70	5.7050	31.535	0.031711	-3.7706	-3.7525	64.472	19.154	47.917	687.63	-0.023789	148.69	0.099543	0.0077140	0.71931	1.3902	1.1505	1.9436	117.36	14.319	27.502	182.26	2.1912	9.1221	0.0074678
107.80	5.7440	31.516	0.031729	-3.7659	-3.7476	64.515	19.145	47.946	686.83	-0.023669	148.32	0.099407	0.0076916	0.72400	1.3812	1.1507	1.9440	117.31	14.327	27.541	182.30	2.1873	9.1326	0.0074789
