Temperature (K)	Pressure (bar)	Density (l, g/ml)	Volume (l, ml/g)	Internal Energy (l, kJ/kg)	Enthalpy (l, kJ/kg)	Entropy (l, J/g*K)	Cv (l, J/g*K)	Cp (l, J/g*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, g/ml)	Volume (v, ml/g)	Internal Energy (v, kJ/kg)	Enthalpy (v, kJ/kg)	Entropy (v, J/g*K)	Cv (v, J/g*K)	Cp (v, J/g*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
85.000	0.78897	1.4095	0.70947	-120.16	-120.10	1.3452	0.54480	1.1157	854.24	-0.040120	279.46	0.13191	0.013106	0.0045907	217.83	25.564	42.750	3.2611	0.32580	0.55848	169.08	3.4706	6.9622	0.0054485
85.100	0.79783	1.4089	0.70977	-120.04	-119.99	1.3465	0.54441	1.1158	853.55	-0.040087	278.59	0.13176	0.013081	0.0046379	215.61	25.587	42.789	3.2593	0.32589	0.55878	169.16	3.4624	6.9711	0.0054560
85.200	0.80677	1.4083	0.71008	-119.93	-119.88	1.3479	0.54402	1.1158	852.87	-0.040053	277.72	0.13161	0.013056	0.0046855	213.42	25.609	42.827	3.2575	0.32598	0.55908	169.24	3.4542	6.9801	0.0054636
85.300	0.81578	1.4077	0.71039	-119.82	-119.76	1.3492	0.54363	1.1158	852.18	-0.040018	276.86	0.13147	0.013031	0.0047335	211.26	25.631	42.866	3.2557	0.32608	0.55939	169.32	3.4461	6.9890	0.0054711
85.400	0.82488	1.4071	0.71070	-119.71	-119.65	1.3505	0.54324	1.1159	851.49	-0.039983	276.00	0.13132	0.013006	0.0047818	209.13	25.654	42.904	3.2539	0.32617	0.55969	169.40	3.4380	6.9980	0.0054787
85.500	0.83405	1.4065	0.71101	-119.60	-119.54	1.3518	0.54285	1.1159	850.80	-0.039948	275.14	0.13117	0.012981	0.0048305	207.02	25.676	42.943	3.2522	0.32627	0.56000	169.48	3.4299	7.0069	0.0054862
85.600	0.84330	1.4058	0.71132	-119.49	-119.43	1.3531	0.54247	1.1160	850.11	-0.039913	274.29	0.13102	0.012956	0.0048795	204.94	25.698	42.981	3.2504	0.32636	0.56031	169.56	3.4219	7.0158	0.0054938
85.700	0.85263	1.4052	0.71162	-119.38	-119.32	1.3544	0.54208	1.1160	849.42	-0.039877	273.44	0.13088	0.012931	0.0049289	202.88	25.721	43.019	3.2486	0.32646	0.56062	169.64	3.4139	7.0248	0.0055014
85.800	0.86204	1.4046	0.71193	-119.27	-119.20	1.3557	0.54170	1.1161	848.73	-0.039842	272.59	0.13073	0.012906	0.0049787	200.85	25.743	43.057	3.2468	0.32655	0.56093	169.71	3.4059	7.0337	0.0055090
85.900	0.87153	1.4040	0.71225	-119.15	-119.09	1.3570	0.54132	1.1161	848.04	-0.039805	271.75	0.13058	0.012882	0.0050289	198.85	25.765	43.095	3.2451	0.32665	0.56124	169.79	3.3980	7.0427	0.0055166
86.000	0.88110	1.4034	0.71256	-119.04	-118.98	1.3583	0.54094	1.1162	847.35	-0.039769	270.91	0.13043	0.012857	0.0050795	196.87	25.787	43.133	3.2433	0.32674	0.56156	169.87	3.3901	7.0516	0.0055242
86.100	0.89075	1.4028	0.71287	-118.93	-118.87	1.3596	0.54056	1.1162	846.66	-0.039732	270.07	0.13029	0.012832	0.0051305	194.91	25.809	43.171	3.2415	0.32684	0.56187	169.95	3.3822	7.0606	0.0055318
86.200	0.90048	1.4022	0.71318	-118.82	-118.76	1.3609	0.54019	1.1163	845.97	-0.039695	269.24	0.13014	0.012807	0.0051818	192.98	25.831	43.209	3.2398	0.32694	0.56219	170.02	3.3744	7.0696	0.0055394
86.300	0.91029	1.4016	0.71349	-118.71	-118.64	1.3621	0.53981	1.1164	845.28	-0.039657	268.41	0.12999	0.012782	0.0052335	191.08	25.853	43.246	3.2380	0.32704	0.56251	170.10	3.3665	7.0785	0.0055470
86.400	0.92019	1.4009	0.71380	-118.60	-118.53	1.3634	0.53944	1.1164	844.59	-0.039619	267.58	0.12985	0.012757	0.0052856	189.19	25.875	43.284	3.2363	0.32714	0.56284	170.18	3.3588	7.0875	0.0055547
86.500	0.93017	1.4003	0.71412	-118.49	-118.42	1.3647	0.53906	1.1165	843.90	-0.039581	266.76	0.12970	0.012733	0.0053381	187.33	25.896	43.321	3.2346	0.32723	0.56316	170.26	3.3510	7.0965	0.0055623
86.600	0.94023	1.3997	0.71443	-118.37	-118.31	1.3660	0.53869	1.1166	843.20	-0.039543	265.94	0.12955	0.012708	0.0053910	185.49	25.918	43.359	3.2328	0.32733	0.56349	170.33	3.3433	7.1055	0.0055699
86.700	0.95037	1.3991	0.71474	-118.26	-118.20	1.3673	0.53832	1.1167	842.51	-0.039504	265.13	0.12940	0.012683	0.0054443	183.68	25.940	43.396	3.2311	0.32743	0.56382	170.41	3.3356	7.1144	0.0055776
86.800	0.96060	1.3985	0.71506	-118.15	-118.08	1.3686	0.53795	1.1168	841.82	-0.039465	264.32	0.12926	0.012658	0.0054980	181.89	25.961	43.433	3.2294	0.32753	0.56415	170.48	3.3279	7.1234	0.0055853
86.900	0.97091	1.3979	0.71537	-118.04	-117.97	1.3699	0.53758	1.1169	841.12	-0.039426	263.51	0.12911	0.012633	0.0055520	180.11	25.983	43.470	3.2276	0.32763	0.56448	170.56	3.3203	7.1324	0.0055929
87.000	0.98131	1.3973	0.71569	-117.93	-117.86	1.3711	0.53722	1.1169	840.43	-0.039386	262.70	0.12896	0.012609	0.0056065	178.36	26.004	43.507	3.2259	0.32773	0.56481	170.64	3.3127	7.1414	0.0056006
87.100	0.99180	1.3966	0.71600	-117.82	-117.75	1.3724	0.53685	1.1170	839.74	-0.039346	261.90	0.12882	0.012584	0.0056614	176.63	26.025	43.544	3.2242	0.32783	0.56515	170.71	3.3051	7.1504	0.0056083
87.200	1.0024	1.3960	0.71632	-117.71	-117.63	1.3737	0.53649	1.1171	839.04	-0.039306	261.10	0.12867	0.012559	0.0057167	174.93	26.047	43.581	3.2225	0.32794	0.56548	170.79	3.2976	7.1594	0.0056160
87.300	1.0130	1.3954	0.71664	-117.59	-117.52	1.3750	0.53613	1.1172	838.35	-0.039266	260.31	0.12852	0.012535	0.0057724	173.24	26.068	43.618	3.2208	0.32804	0.56582	170.86	3.2901	7.1684	0.0056237
87.400	1.0238	1.3948	0.71695	-117.48	-117.41	1.3763	0.53576	1.1174	837.65	-0.039225	259.52	0.12838	0.012510	0.0058285	171.57	26.089	43.654	3.2191	0.32814	0.56616	170.94	3.2826	7.1774	0.0056314
87.500	1.0346	1.3942	0.71727	-117.37	-117.30	1.3775	0.53540	1.1175	836.96	-0.039184	258.73	0.12823	0.012485	0.0058850	169.92	26.110	43.691	3.2174	0.32824	0.56650	171.01	3.2752	7.1864	0.0056391
87.600	1.0455	1.3936	0.71759	-117.26	-117.19	1.3788	0.53505	1.1176	836.26	-0.039142	257.94	0.12808	0.012460	0.0059419	168.30	26.132	43.727	3.2157	0.32835	0.56685	171.09	3.2677	7.1954	0.0056468
87.700	1.0565	1.3929	0.71791	-117.15	-117.07	1.3801	0.53469	1.1177	835.56	-0.039100	257.16	0.12794	0.012436	0.0059992	166.69	26.153	43.763	3.2140	0.32845	0.56719	171.16	3.2604	7.2044	0.0056546
87.800	1.0676	1.3923	0.71823	-117.04	-116.96	1.3813	0.53433	1.1178	834.87	-0.039058	256.38	0.12779	0.012411	0.0060569	165.10	26.173	43.800	3.2123	0.32855	0.56754	171.24	3.2530	7.2134	0.0056623
87.900	1.0788	1.3917	0.71854	-116.93	-116.85	1.3826	0.53398	1.1179	834.17	-0.039016	255.61	0.12764	0.012386	0.0061151	163.53	26.194	43.836	3.2106	0.32866	0.56789	171.31	3.2457	7.2224	0.0056701
88.000	1.0901	1.3911	0.71886	-116.81	-116.74	1.3839	0.53362	1.1181	833.47	-0.038973	254.84	0.12750	0.012362	0.0061737	161.98	26.215	43.872	3.2090	0.32876	0.56824	171.39	3.2383	7.2315	0.0056778
88.100	1.1014	1.3905	0.71918	-116.70	-116.62	1.3851	0.53327	1.1182	832.78	-0.038930	254.07	0.12735	0.012337	0.0062327	160.44	26.236	43.908	3.2073	0.32887	0.56860	171.46	3.2311	7.2405	0.0056856
88.200	1.1129	1.3898	0.71951	-116.59	-116.51	1.3864	0.53292	1.1183	832.08	-0.038887	253.30	0.12720	0.012312	0.0062921	158.93	26.257	43.944	3.2056	0.32897	0.56895	171.53	3.2238	7.2495	0.0056934
88.300	1.1244	1.3892	0.71983	-116.48	-116.40	1.3877	0.53257	1.1184	831.38	-0.038843	252.54	0.12706	0.012288	0.0063519	157.43	26.277	43.979	3.2040	0.32908	0.56931	171.61	3.2166	7.2586	0.0057011
88.400	1.1361	1.3886	0.72015	-116.37	-116.29	1.3889	0.53222	1.1186	830.68	-0.038799	251.78	0.12691	0.012263	0.0064122	155.95	26.298	44.015	3.2023	0.32919	0.56967	171.68	3.2094	7.2676	0.0057089
88.500	1.1478	1.3880	0.72047	-116.26	-116.17	1.3902	0.53187	1.1187	829.98	-0.038755	251.02	0.12677	0.012239	0.0064729	154.49	26.318	44.051	3.2007	0.32929	0.57003	171.75	3.2022	7.2766	0.0057167
88.600	1.1596	1.3874	0.72079	-116.15	-116.06	1.3915	0.53152	1.1189	829.28	-0.038711	250.27	0.12662	0.012214	0.0065340	153.04	26.339	44.086	3.1990	0.32940	0.57040	171.83	3.1951	7.2857	0.0057245
88.700	1.1715	1.3867	0.72112	-116.03	-115.95	1.3927	0.53117	1.1190	828.58	-0.038666	249.52	0.12647	0.012189	0.0065956	151.62	26.359	44.121	3.1974	0.32951	0.57076	171.90	3.1880	7.2947	0.0057324
88.800	1.1835	1.3861	0.72144	-115.92	-115.84	1.3940	0.53083	1.1192	827.88	-0.038621	248.77	0.12633	0.012165	0.0066576	150.20	26.380	44.157	3.1957	0.32961	0.57113	171.97	3.1809	7.3038	0.0057402
88.900	1.1956	1.3855	0.72176	-115.81	-115.73	1.3952	0.53048	1.1193	827.18	-0.038575	248.03	0.12618	0.012140	0.0067200	148.81	26.400	44.192	3.1941	0.32972	0.57150	172.04	3.1738	7.3128	0.0057480
89.000	1.2078	1.3849	0.72209	-115.70	-115.61	1.3965	0.53014	1.1195	826.48	-0.038530	247.29	0.12604	0.012116	0.0067829	147.43	26.420	44.227	3.1924	0.32983	0.57187	172.12	3.1668	7.3219	0.0057559
89.100	1.2201	1.3843	0.72241	-115.59	-115.50	1.3977	0.52980	1.1196	825.78	-0.038484	246.55	0.12589	0.012091	0.0068462	146.07	26.440	44.262	3.1908	0.32994	0.57224	172.19	3.1598	7.3310	0.0057637
89.200	1.2325	1.3836	0.72274	-115.48	-115.39	1.3990	0.52946	1.1198	825.08	-0.038437	245.82	0.12574	0.012067	0.0069100	144.72	26.460	44.297	3.1892	0.33005	0.57262	172.26	3.1528	7.3400	0.0057716
89.300	1.2450	1.3830	0.72306	-115.37	-115.28	1.4002	0.52912	1.1199	824.38	-0.038391	245.08	0.12560	0.012042	0.0069742	143.39	26.480	44.332	3.1875	0.33016	0.57299	172.33	3.1458	7.3491	0.0057795
89.400	1.2576	1.3824	0.72339	-115.25	-115.16	1.4015	0.52878	1.1201	823.67	-0.038344	244.35	0.12545	0.012018	0.0070388	142.07	26.500	44.366	3.1859	0.33027	0.57337	172.40	3.1389	7.3582	0.0057873
89.500	1.2702	1.3818	0.72372	-115.14	-115.05	1.4027	0.52844	1.1203	822.97	-0.038296	243.63	0.12531	0.011993	0.0071039	140.77	26.520	44.401	3.1843	0.33038	0.57375	172.47	3.1320	7.3673	0.0057952
89.600	1.2830	1.3811	0.72404	-115.03	-114.94	1.4040	0.52810	1.1205	822.27	-0.038249	242.91	0.12516	0.011969	0.0071694	139.48	26.540	44.435	3.1827	0.33049	0.57414	172.55	3.1251	7.3763	0.0058031
89.700	1.2959	1.3805	0.72437	-114.92	-114.82	1.4052	0.52777	1.1206	821.56	-0.038201	242.19	0.12502	0.011944	0.0072354	138.21	26.560	44.470	3.1811	0.33061	0.57452	172.62	3.1183	7.3854	0.0058110
89.800	1.3088	1.3799	0.72470	-114.81	-114.71	1.4065	0.52743	1.1208	820.86	-0.038153	241.47	0.12487	0.011920	0.0073019	136.95	26.579	44.504	3.1795	0.33072	0.57491	172.69	3.1115	7.3945	0.0058189
89.900	1.3219	1.3793	0.72503	-114.70	-114.60	1.4077	0.52710	1.1210	820.16	-0.038104	240.75	0.12472	0.011895	0.0073688	135.71	26.599	44.538	3.1779	0.33083	0.57530	172.76	3.1047	7.4036	0.0058269
90.000	1.3351	1.3786	0.72536	-114.58	-114.49	1.4090	0.52677	1.1212	819.45	-0.038056	240.04	0.12458	0.011871	0.0074362	134.48	26.619	44.572	3.1763	0.33094	0.57569	172.83	3.0979	7.4127	0.0058348
90.100	1.3483	1.3780	0.72569	-114.47	-114.37	1.4102	0.52643	1.1214	818.75	-0.038006	239.33	0.12443	0.011846	0.0075040	133.26	26.638	44.606	3.1747	0.33106	0.57608	172.90	3.0911	7.4218	0.0058428
90.200	1.3617	1.3774	0.72602	-114.36	-114.26	1.4114	0.52610	1.1216	818.04	-0.037957	238.63	0.12429	0.011822	0.0075723	132.06	26.657	44.640	3.1731	0.33117	0.57648	172.97	3.0844	7.4309	0.0058507
90.300	1.3752	1.3767	0.72635	-114.25	-114.15	1.4127	0.52577	1.1217	817.34	-0.037907	237.93	0.12414	0.011797	0.0076410	130.87	26.677	44.674	3.1715	0.33129	0.57688	173.04	3.0777	7.4400	0.0058587
90.400	1.3887	1.3761	0.72668	-114.14	-114.04	1.4139	0.52545	1.1219	816.63	-0.037857	237.23	0.12400	0.011773	0.0077102	129.70	26.696	44.707	3.1699	0.33140	0.57728	173.11	3.0710	7.4491	0.0058666
90.500	1.4024	1.3755	0.72701	-114.03	-113.92	1.4151	0.52512	1.1221	815.92	-0.037807	236.53	0.12385	0.011749	0.0077799	128.54	26.715	44.741	3.1683	0.33152	0.57768	173.18	3.0644	7.4583	0.0058746
90.600	1.4162	1.3749	0.72735	-113.91	-113.81	1.4164	0.52479	1.1223	815.22	-0.037756	235.84	0.12371	0.011724	0.0078501	127.39	26.734	44.774	3.1668	0.33163	0.57808	173.25	3.0577	7.4674	0.0058826
90.700	1.4300	1.3742	0.72768	-113.80	-113.70	1.4176	0.52446	1.1225	814.51	-0.037705	235.14	0.12356	0.011700	0.0079207	126.25	26.753	44.808	3.1652	0.33175	0.57849	173.32	3.0511	7.4765	0.0058906
90.800	1.4440	1.3736	0.72801	-113.69	-113.58	1.4188	0.52414	1.1228	813.80	-0.037654	234.46	0.12342	0.011675	0.0079918	125.13	26.772	44.841	3.1636	0.33186	0.57890	173.38	3.0446	7.4857	0.0058986
90.900	1.4581	1.3730	0.72835	-113.58	-113.47	1.4201	0.52382	1.1230	813.09	-0.037602	233.77	0.12327	0.011651	0.0080634	124.02	26.791	44.874	3.1621	0.33198	0.57931	173.45	3.0380	7.4948	0.0059067
91.000	1.4723	1.3723	0.72868	-113.47	-113.36	1.4213	0.52349	1.1232	812.39	-0.037551	233.09	0.12313	0.011627	0.0081355	122.92	26.810	44.907	3.1605	0.33210	0.57972	173.52	3.0315	7.5039	0.0059147
91.100	1.4865	1.3717	0.72902	-113.35	-113.25	1.4225	0.52317	1.1234	811.68	-0.037498	232.41	0.12298	0.011602	0.0082080	121.83	26.829	44.940	3.1589	0.33222	0.58013	173.59	3.0250	7.5131	0.0059227
91.200	1.5009	1.3711	0.72935	-113.24	-113.13	1.4238	0.52285	1.1236	810.97	-0.037446	231.73	0.12284	0.011578	0.0082810	120.76	26.848	44.973	3.1574	0.33233	0.58055	173.66	3.0185	7.5222	0.0059308
91.300	1.5154	1.3704	0.72969	-113.13	-113.02	1.4250	0.52253	1.1238	810.26	-0.037393	231.05	0.12269	0.011554	0.0083545	119.70	26.866	45.005	3.1558	0.33245	0.58097	173.73	3.0120	7.5314	0.0059389
91.400	1.5300	1.3698	0.73003	-113.02	-112.91	1.4262	0.52221	1.1241	809.55	-0.037340	230.38	0.12255	0.011529	0.0084285	118.64	26.885	45.038	3.1543	0.33257	0.58139	173.79	3.0056	7.5405	0.0059469
91.500	1.5447	1.3692	0.73036	-112.91	-112.79	1.4274	0.52189	1.1243	808.84	-0.037286	229.71	0.12240	0.011505	0.0085030	117.61	26.904	45.070	3.1527	0.33269	0.58181	173.86	2.9992	7.5497	0.0059550
91.600	1.5596	1.3685	0.73070	-112.80	-112.68	1.4287	0.52157	1.1245	808.13	-0.037233	229.04	0.12226	0.011481	0.0085780	116.58	26.922	45.103	3.1512	0.33281	0.58224	173.93	2.9928	7.5589	0.0059631
91.700	1.5745	1.3679	0.73104	-112.68	-112.57	1.4299	0.52126	1.1248	807.42	-0.037179	228.38	0.12211	0.011457	0.0086535	115.56	26.940	45.135	3.1497	0.33293	0.58266	174.00	2.9864	7.5681	0.0059712
91.800	1.5895	1.3673	0.73138	-112.57	-112.45	1.4311	0.52094	1.1250	806.71	-0.037124	227.72	0.12197	0.011432	0.0087294	114.55	26.959	45.167	3.1481	0.33305	0.58309	174.06	2.9801	7.5772	0.0059793
91.900	1.6046	1.3666	0.73172	-112.46	-112.34	1.4323	0.52062	1.1252	805.99	-0.037070	227.06	0.12182	0.011408	0.0088059	113.56	26.977	45.199	3.1466	0.33317	0.58353	174.13	2.9737	7.5864	0.0059875
92.000	1.6199	1.3660	0.73206	-112.35	-112.23	1.4335	0.52031	1.1255	805.28	-0.037015	226.40	0.12168	0.011384	0.0088829	112.58	26.995	45.231	3.1451	0.33329	0.58396	174.20	2.9674	7.5956	0.0059956
92.100	1.6353	1.3654	0.73240	-112.24	-112.12	1.4348	0.52000	1.1257	804.57	-0.036959	225.75	0.12153	0.011359	0.0089603	111.60	27.013	45.263	3.1435	0.33342	0.58440	174.26	2.9612	7.6048	0.0060038
92.200	1.6507	1.3647	0.73274	-112.12	-112.00	1.4360	0.51968	1.1260	803.86	-0.036904	225.10	0.12139	0.011335	0.0090383	110.64	27.031	45.295	3.1420	0.33354	0.58483	174.33	2.9549	7.6140	0.0060119
92.300	1.6663	1.3641	0.73308	-112.01	-111.89	1.4372	0.51937	1.1262	803.14	-0.036848	224.45	0.12124	0.011311	0.0091168	109.69	27.049	45.326	3.1405	0.33366	0.58528	174.40	2.9487	7.6232	0.0060201
92.400	1.6820	1.3635	0.73342	-111.90	-111.78	1.4384	0.51906	1.1265	802.43	-0.036791	223.80	0.12110	0.011287	0.0091958	108.75	27.067	45.358	3.1390	0.33379	0.58572	174.46	2.9425	7.6324	0.0060283
92.500	1.6978	1.3628	0.73376	-111.79	-111.66	1.4396	0.51875	1.1267	801.71	-0.036735	223.16	0.12096	0.011263	0.0092753	107.81	27.085	45.389	3.1375	0.33391	0.58616	174.53	2.9363	7.6416	0.0060365
92.600	1.7137	1.3622	0.73411	-111.67	-111.55	1.4408	0.51844	1.1270	801.00	-0.036678	222.52	0.12081	0.011238	0.0093553	106.89	27.103	45.420	3.1360	0.33403	0.58661	174.59	2.9301	7.6508	0.0060447
92.700	1.7297	1.3616	0.73445	-111.56	-111.44	1.4420	0.51813	1.1272	800.28	-0.036621	221.88	0.12067	0.011214	0.0094358	105.98	27.120	45.452	3.1345	0.33416	0.58706	174.66	2.9240	7.6601	0.0060529
92.800	1.7459	1.3609	0.73480	-111.45	-111.32	1.4433	0.51783	1.1275	799.57	-0.036563	221.24	0.12052	0.011190	0.0095169	105.08	27.138	45.483	3.1330	0.33428	0.58751	174.72	2.9178	7.6693	0.0060611
92.900	1.7621	1.3603	0.73514	-111.34	-111.21	1.4445	0.51752	1.1278	798.85	-0.036505	220.61	0.12038	0.011166	0.0095984	104.18	27.155	45.514	3.1315	0.33441	0.58797	174.79	2.9117	7.6785	0.0060694
93.000	1.7785	1.3596	0.73549	-111.23	-111.10	1.4457	0.51721	1.1280	798.14	-0.036447	219.98	0.12023	0.011142	0.0096805	103.30	27.173	45.544	3.1300	0.33454	0.58843	174.85	2.9056	7.6877	0.0060776
93.100	1.7950	1.3590	0.73583	-111.11	-110.98	1.4469	0.51691	1.1283	797.42	-0.036388	219.35	0.12009	0.011118	0.0097631	102.43	27.190	45.575	3.1285	0.33466	0.58888	174.92	2.8996	7.6970	0.0060859
93.200	1.8115	1.3584	0.73618	-111.00	-110.87	1.4481	0.51661	1.1286	796.70	-0.036329	218.73	0.11995	0.011094	0.0098462	101.56	27.207	45.606	3.1270	0.33479	0.58935	174.98	2.8935	7.7062	0.0060942
93.300	1.8283	1.3577	0.73653	-110.89	-110.75	1.4493	0.51630	1.1289	795.99	-0.036270	218.10	0.11980	0.011069	0.0099299	100.71	27.225	45.636	3.1255	0.33492	0.58981	175.05	2.8875	7.7155	0.0061024
93.400	1.8451	1.3571	0.73687	-110.78	-110.64	1.4505	0.51600	1.1291	795.27	-0.036211	217.48	0.11966	0.011045	0.010014	99.859	27.242	45.667	3.1240	0.33504	0.59028	175.11	2.8815	7.7247	0.0061107
93.500	1.8620	1.3564	0.73722	-110.66	-110.53	1.4517	0.51570	1.1294	794.55	-0.036151	216.86	0.11951	0.011021	0.010099	99.021	27.259	45.697	3.1225	0.33517	0.59075	175.17	2.8755	7.7340	0.0061190
93.600	1.8791	1.3558	0.73757	-110.55	-110.41	1.4529	0.51540	1.1297	793.83	-0.036091	216.25	0.11937	0.010997	0.010184	98.192	27.276	45.727	3.1211	0.33530	0.59122	175.24	2.8696	7.7433	0.0061274
93.700	1.8963	1.3552	0.73792	-110.44	-110.30	1.4541	0.51510	1.1300	793.11	-0.036030	215.63	0.11923	0.010973	0.010270	97.372	27.293	45.757	3.1196	0.33543	0.59169	175.30	2.8637	7.7525	0.0061357
93.800	1.9136	1.3545	0.73827	-110.33	-110.19	1.4553	0.51480	1.1303	792.39	-0.035970	215.02	0.11908	0.010949	0.010356	96.560	27.310	45.787	3.1181	0.33556	0.59217	175.36	2.8577	7.7618	0.0061440
93.900	1.9310	1.3539	0.73862	-110.22	-110.07	1.4565	0.51450	1.1306	791.67	-0.035908	214.41	0.11894	0.010925	0.010443	95.757	27.326	45.817	3.1167	0.33569	0.59264	175.43	2.8518	7.7711	0.0061524
94.000	1.9485	1.3532	0.73897	-110.10	-109.96	1.4577	0.51420	1.1309	790.95	-0.035847	213.80	0.11879	0.010901	0.010531	94.962	27.343	45.846	3.1152	0.33582	0.59312	175.49	2.8460	7.7804	0.0061608
94.100	1.9661	1.3526	0.73932	-109.99	-109.85	1.4589	0.51390	1.1312	790.23	-0.035785	213.20	0.11865	0.010877	0.010618	94.175	27.360	45.876	3.1137	0.33595	0.59361	175.55	2.8401	7.7897	0.0061692
94.200	1.9839	1.3519	0.73968	-109.88	-109.73	1.4601	0.51361	1.1315	789.51	-0.035723	212.60	0.11851	0.010853	0.010707	93.397	27.376	45.905	3.1123	0.33608	0.59409	175.61	2.8343	7.7990	0.0061776
94.300	2.0018	1.3513	0.74003	-109.77	-109.62	1.4613	0.51331	1.1318	788.79	-0.035661	212.00	0.11836	0.010829	0.010796	92.626	27.393	45.935	3.1108	0.33621	0.59458	175.68	2.8285	7.8083	0.0061860
94.400	2.0198	1.3507	0.74038	-109.65	-109.50	1.4625	0.51302	1.1321	788.07	-0.035598	211.40	0.11822	0.010805	0.010886	91.864	27.409	45.964	3.1094	0.33635	0.59507	175.74	2.8227	7.8176	0.0061944
94.500	2.0380	1.3500	0.74074	-109.54	-109.39	1.4637	0.51272	1.1324	787.34	-0.035535	210.81	0.11808	0.010781	0.010976	91.109	27.425	45.993	3.1079	0.33648	0.59557	175.80	2.8169	7.8269	0.0062028
94.600	2.0562	1.3494	0.74109	-109.43	-109.28	1.4649	0.51243	1.1327	786.62	-0.035471	210.21	0.11793	0.010757	0.011067	90.362	27.442	46.022	3.1065	0.33661	0.59606	175.86	2.8111	7.8362	0.0062113
94.700	2.0746	1.3487	0.74145	-109.32	-109.16	1.4660	0.51214	1.1330	785.90	-0.035408	209.62	0.11779	0.010733	0.011158	89.623	27.458	46.051	3.1050	0.33675	0.59656	175.92	2.8054	7.8456	0.0062197
94.800	2.0931	1.3481	0.74180	-109.20	-109.05	1.4672	0.51184	1.1333	785.17	-0.035344	209.03	0.11765	0.010709	0.011250	88.891	27.474	46.080	3.1036	0.33688	0.59706	175.99	2.7997	7.8549	0.0062282
94.900	2.1117	1.3474	0.74216	-109.09	-108.93	1.4684	0.51155	1.1337	784.45	-0.035279	208.45	0.11750	0.010685	0.011342	88.167	27.490	46.108	3.1022	0.33702	0.59756	176.05	2.7940	7.8642	0.0062367
95.000	2.1305	1.3468	0.74252	-108.98	-108.82	1.4696	0.51126	1.1340	783.72	-0.035214	207.87	0.11736	0.010661	0.011435	87.450	27.506	46.137	3.1007	0.33715	0.59807	176.11	2.7883	7.8736	0.0062452
95.100	2.1493	1.3461	0.74287	-108.86	-108.71	1.4708	0.51097	1.1343	783.00	-0.035149	207.28	0.11722	0.010637	0.011529	86.740	27.522	46.165	3.0993	0.33729	0.59858	176.17	2.7826	7.8829	0.0062537
95.200	2.1683	1.3455	0.74323	-108.75	-108.59	1.4720	0.51068	1.1346	782.27	-0.035084	206.70	0.11707	0.010613	0.011623	86.038	27.537	46.193	3.0979	0.33742	0.59909	176.23	2.7770	7.8923	0.0062622
95.300	2.1875	1.3448	0.74359	-108.64	-108.48	1.4732	0.51040	1.1350	781.55	-0.035018	206.13	0.11693	0.010589	0.011717	85.343	27.553	46.221	3.0964	0.33756	0.59960	176.29	2.7713	7.9016	0.0062707
95.400	2.2067	1.3442	0.74395	-108.53	-108.36	1.4743	0.51011	1.1353	780.82	-0.034952	205.55	0.11679	0.010565	0.011813	84.654	27.569	46.249	3.0950	0.33770	0.60012	176.35	2.7657	7.9110	0.0062793
95.500	2.2261	1.3435	0.74431	-108.41	-108.25	1.4755	0.50982	1.1357	780.09	-0.034885	204.98	0.11664	0.010542	0.011909	83.973	27.584	46.277	3.0936	0.33783	0.60064	176.41	2.7602	7.9204	0.0062879
95.600	2.2456	1.3429	0.74467	-108.30	-108.13	1.4767	0.50954	1.1360	779.37	-0.034819	204.41	0.11650	0.010518	0.012005	83.299	27.600	46.305	3.0922	0.33797	0.60116	176.47	2.7546	7.9298	0.0062964
95.700	2.2652	1.3422	0.74503	-108.19	-108.02	1.4779	0.50925	1.1363	778.64	-0.034751	203.84	0.11636	0.010494	0.012102	82.631	27.615	46.333	3.0908	0.33811	0.60168	176.53	2.7490	7.9391	0.0063050
95.800	2.2850	1.3416	0.74540	-108.08	-107.90	1.4791	0.50897	1.1367	777.91	-0.034684	203.28	0.11621	0.010470	0.012200	81.970	27.630	46.360	3.0894	0.33825	0.60221	176.59	2.7435	7.9485	0.0063136
95.900	2.3049	1.3409	0.74576	-107.96	-107.79	1.4803	0.50868	1.1370	777.18	-0.034616	202.71	0.11607	0.010446	0.012298	81.315	27.645	46.388	3.0879	0.33839	0.60274	176.65	2.7380	7.9579	0.0063223
96.000	2.3249	1.3403	0.74612	-107.85	-107.68	1.4814	0.50840	1.1374	776.45	-0.034548	202.15	0.11593	0.010422	0.012397	80.668	27.661	46.415	3.0865	0.33853	0.60327	176.71	2.7325	7.9673	0.0063309
96.100	2.3451	1.3396	0.74649	-107.74	-107.56	1.4826	0.50812	1.1377	775.72	-0.034479	201.59	0.11578	0.010398	0.012496	80.026	27.676	46.442	3.0851	0.33867	0.60380	176.77	2.7270	7.9767	0.0063395
96.200	2.3653	1.3390	0.74685	-107.62	-107.45	1.4838	0.50783	1.1381	774.99	-0.034410	201.03	0.11564	0.010375	0.012596	79.391	27.691	46.469	3.0837	0.33881	0.60434	176.82	2.7215	7.9861	0.0063482
